CSD refcode,CIF filename
UBOGAV,ubogav_P1_H
UCEXAC,ucexac_P1_H
UCEXIK,ucexik_P1_H
UCEXOQ,ucexoq_P1_H
UCOXOZ,ucoxoz_P1_H
UDIHOF,udihof_P1_charged
UDISUX,udisux_P1
UDITAE,uditae_P1
UDITEI,uditei_P1
UDOVUG,udovug_P1_H
UFASAW,ufasaw_P1_H
UGOSOY,ugosoy_P1_charged_H
UJEDIX,ujedix_P1_H
UKIQOV,ukiqov_P1_H
UKUDEL,ukudel_P1_H
ULIMIN,ulimin_P1_H
UMABIV,umabiv_P1
UMIGAA,umigaa_P1_charged_H
UMOYOM17,umoyom17_P1
UQOYAB,uqoyab_P1_H
UQUCUG,uqucug_P1
UTACID,utacid_P1_H
UTEWOG,utewog_P1
UTIYIH,utiyih_P1_charged_H
UVEVUN,uvevun_P1
UVUFUN,uvufun_P1_charged
UXISUR,uxisur_P1
UYUGEC,uyugec_P1_H
VAGMAT,vagmat_P1
VAGMEX,vagmex_P1
VAHTUW,vahtuw_P1
VALVIQ,valviq_P1_H
VAPFOJ,vapfoj_P1_H
VAPFUP,vapfup_P1_H
VASFAZ,vasfaz_P1_H
VASFED,vasfed_P1_H
VASFIH,vasfih_P1_H
VASFON,vasfon_P1_H
VASFUT,vasfut_P1_H
VATYEV,vatyev_P1_charged_H
VEGBUG,vegbug_P1_H
VEGCAN,vegcan_P1_H
VEHKOK,vehkok_P1_charged_H
VEHYUE,vehyue_P1_H
VEJHEZ,vejhez_P1
VENGAZ,vengaz_P1_charged_H
VERGAD,vergad_P1_H
VEWDAF,vewdaf_P1
VIDPIJ,vidpij_P1_H
VIDXOX,vidxox_P1_H
VIFBOD,vifbod_P1_H
VIFBUJ,vifbuj_P1_H
VIGDIY,vigdiy_P1_H
VISYUU,visyuu_P1
VISZEF,viszef_P1
VITYOO,vityoo_P1_charged
VITYUU,vityuu_P1_charged
VITZAB,vitzab_P1_charged
VITZEF,vitzef_P1_charged
VITZIJ,vitzij_P1_charged
VIWKIX,viwkix_P1_charged_H
VIWKOD,viwkod_P1_charged_H
VIWLAQ,viwlaq_P1_charged_H
VIWLEU,viwleu_P1_charged_H
VIWLIY,viwliy_P1_charged_H
VIWLOE,viwloe_P1_charged_H
VIWMAR,viwmar_P1_charged_H
VIWMEV,viwmev_P1_charged_H
VIXPUP02,vixpup02_P1
VIZFOC,vizfoc_P1_H
VOGTIV,vogtiv_P1_H
VONCOS,voncos_P1
VOSWIL,voswil_P1_charged_H
VOXKIE,voxkie_P1_H
VUCFAD,vucfad_P1_charged
VUJBEI,vujbei_P1
VUJBIM,vujbim_P1
VUMBIQ,vumbiq_P1_H
VUPROQ,vuproq_P1_H
VUWSAJ,vuwsaj_P1
VUYJIK,vuyjik_P1_H
WAGZEL,wagzel_P1_charged_H
WAHRIJ,wahrij_P1_charged
WAMREJ,wamrej_P1
WASNOU,wasnou_P1_charged_H
WAVQIV,wavqiv_P1_charged_H
WAVQOB,wavqob_P1_charged_H
WEHHOI,wehhoi_P1
WEHHUO,wehhuo_P1_H
WEHJAW,wehjaw_P1
WEMBUN,wembun_P1
WEMCAU,wemcau_P1
WEMDUP,wemdup_P1
WEMFEB,wemfeb_P1
WEQRAO,weqrao_P1
WEVYEE,wevyee_P1_H
WIGPUA,wigpua_P1
WIHHAZ,wihhaz_P1
WIJRIT,wijrit_P1
WIRCAD,wircad_P1_H
WIRCOS,wircos_P1
WITJOA,witjoa_P1
WITJUG,witjug_P1_charged_H
WIZDEP,wizdep_P1_H
WOBHEB01,wobheb01_P1_H
WOFQEQ,wofqeq_P1_charged
WOFQIU,wofqiu_P1_charged
WOFQOA,wofqoa_P1_charged
WOFVOF,wofvof_P1
WOGNOY,wognoy_P1
WOGPAM,wogpam_P1
WOPSOL,wopsol_P1_H
WOPSOL01,wopsol01_P1_H
WOTVOT,wotvot_P1
WOYHUP,woyhup_P1_charged
WOYJAX,woyjax_P1_charged
WOYJEB,woyjeb_P1_charged
WOYJIF,woyjif_P1_charged
WOYJOL,woyjol_P1_charged
WOYWIS,woywis_P1_charged
WOYWOY,woywoy_P1
WOZWEP,wozwep_P1_charged
WUDVEY,wudvey_P1
WUHHEN,wuhhen_P1
WUHMAP,wuhmap_P1_H
WUJRUQ,wujruq_P1
WUPZUE,wupzue_P1_H
XADDAJ,xaddaj_P1_H
XAFFAN,xaffan_P1
XAFFER,xaffer_P1
XAFFIV,xaffiv_P1
XAFFOB,xaffob_P1
XAFFUH,xaffuh_P1
XALXUF,xalxuf_P1
XALXUF01,xalxuf01_P1
XAMDUM,xamdum_P1
XAMDUM01,xamdum01_P1
XAMDUM02,xamdum02_P1
XAMDUM03,xamdum03_P1
XAMDUM04,xamdum04_P1
XAMDUM05,xamdum05_P1
XAMDUM06,xamdum06_P1
XAMDUM07,xamdum07_P1
XASNUD,xasnud_P1_charged_H
XAWVUN,xawvun_P1
XEBHOC,xebhoc_P1
XEDMEB,xedmeb_P1_H
XEHFUL01,xehful01_P1
XEHFUL02,xehful02_P1
XEMNUB,xemnub_P1_H
XESKEN,xesken_P1
XESKIR,xeskir_P1_H
XESKUD,xeskud_P1_H
XESLAK,xeslak_P1_H
XEWFAI,xewfai_P1
XEYMIZ,xeymiz_P1_charged
XIDCEV,xidcev_P1_H
XIMJOV,ximjov_P1_charged
XIMJUB,ximjub_P1_charged
XISXEE,xisxee_P1_H
XITYOP,xityop_P1
XOFFUT,xoffut_P1_charged_H
XOGXAU,xogxau_P1_H
XOJXEA,xojxea_P1_charged
XOVVEK,xovvek_P1_H
XOVVIO,xovvio_P1_H
XUBGUY,xubguy_P1
XUCNOZ,xucnoz_P1
XUCSAR,xucsar_P1_H
XUCSAR01,xucsar01_P1_H
XUDNUH,xudnuh_P1
XUDPIX,xudpix_P1
XUFWOM,xufwom_P1_H
XUGWAZ,xugwaz_P1_H
XUKMIC03,xukmic03_P1_charged
XUKMUO,xukmuo_P1_charged
XUNVAF,xunvaf_P1
XUSZAP,xuszap_P1
XUSZET,xuszet_P1
YABHER,yabher_P1
YASLOW,yaslow_P1_charged_H
YAWKOX,yawkox_P1_H
YEDKUO,yedkuo_P1_H
YEKQOW,yekqow_P1_H
YELYOE,yelyoe_P1_H
YEMJAC,yemjac_P1
YEMMAF,yemmaf_P1_H
YESSUN,yessun_P1_charged_H
YESTAU,yestau_P1_charged_H
YEVTOL,yevtol_P1_charged_H
YEVTUR,yevtur_P1_charged
YILBIG,yilbig_P1_H
YINXIE,yinxie_P1_charged_H
YIWFAO,yiwfao_P1_H
YOCGAZ,yocgaz_P1_H
YODRAM,yodram_P1_H
YODWOF,yodwof_P1_charged
YOFLUB,yoflub_P1_H
YOGKOW,yogkow_P1
YOLHAL,yolhal_P1_charged_H
YOMBAE,yombae_P1_H
YOXGOJ,yoxgoj_P1_H
YOZQAG,yozqag_P1_H
YUBZIH,yubzih_P1_H
YUDFIO,yudfio_P1_H
YUDFOU,yudfou_P1_H
YUGLES,yugles_P1
YUJCOX,yujcox_P1_H
YUJGES,yujges_P1_charged_H
YUSTUC,yustuc_P1_charged
YUSWEP,yuswep_P1
YUVMIO,yuvmio_P1_charged_H
YUYLOV,yuylov_P1_charged_H
ZAFXAI,zafxai_P1_charged_H
ZAHLIG,zahlig_P1
ZAHLOM,zahlom_P1_H
ZALGEB,zalgeb_P1_H
ZALGOL,zalgol_P1_charged_H
ZARMAI,zarmai_P1_charged
ZAXSAV,zaxsav_P1
ZEDVIP,zedvip_P1_charged
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEDZAL,zedzal_P1
ZEDZAL01,zedzal01_P1_H
ZEFDIA,zefdia_P1_H
ZEFDOG,zefdog_P1
ZEFLED,zefled_P1_H
ZEJFAY,zejfay_P1
ZEXSOM,zexsom_P1_H
ZEYRIH,zeyrih_P1
ZINDAD,zindad_P1_H
ZINRIA,zinria_P1
ZIPRUO,zipruo_P1_H
ZIQGOX,ziqgox_P1_H
ZIYSEI,ziysei_P1_charged_H
ZOHFUZ,zohfuz_P1_charged
ZOYFOL,zoyfol_P1
ZUKXIP,zukxip_P1
ZUKXIP01,zukxip01_P1
ZUKXOV,zukxov_P1
ZUVTEP,zuvtep_P1_H
