CSD refcode,CIF filename
YOSDUG,yosdug_P1_H
YOTREG,yotreg_P1_charged_H
YOTXOW,yotxow_P1_H
YOXGOJ,yoxgoj_P1_H
YOZQAG,yozqag_P1_H
YOZQEK,yozqek_P1_charged_H
YUBZIH,yubzih_P1_H
YUDFIO,yudfio_P1_H
YUDFOU,yudfou_P1_H
YUJCOX,yujcox_P1_H
YUJGES,yujges_P1_charged_H
YUJKIA,yujkia_P1_H
YUKLEY,yukley_P1_charged_H
YULVAF,yulvaf_P1_charged_H
YUMKAV,yumkav_P1_H
YUNKIC,yunkic_P1_charged_H
YUVMIO,yuvmio_P1_charged_H
YUXJEJ,yuxjej_P1_H
YUXJIN,yuxjin_P1_H
YUYLOV,yuylov_P1_charged_H
YUZYAW,yuzyaw_P1_H
ZAFWUB,zafwub_P1_charged_H
ZAFXAI,zafxai_P1_charged_H
ZAHLOM,zahlom_P1_H
ZALGEB,zalgeb_P1_H
ZALGOL,zalgol_P1_charged_H
ZATPIW,zatpiw_P1_H
ZATPOC,zatpoc_P1_H
ZAYJOA,zayjoa_P1_H
ZAYPOH,zaypoh_P1_charged_H
ZAYXEF,zayxef_P1_charged_H
ZECKID,zeckid_P1_H
ZECKOJ,zeckoj_P1_H
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEDZAL01,zedzal01_P1_H
ZEFDIA,zefdia_P1_H
ZEFLED,zefled_P1_H
ZEKJIL,zekjil_P1_H
ZEVYOR,zevyor_P1_H
ZEXSOM,zexsom_P1_H
ZEYRON,zeyron_P1_charged_H
ZEZFIV,zezfiv_P1_charged_H
ZIDDIB,ziddib_P1_H
ZIDVAL,zidval_P1_charged_H
ZIJXOI,zijxoi_P1_charged_H
ZINDAD,zindad_P1_H
ZIPRUO,zipruo_P1_H
ZIQGOX,ziqgox_P1_H
ZIQREZ,ziqrez_P1_H
ZIYSEI,ziysei_P1_charged_H
ZOBYOG,zobyog_P1_H
ZOFBUU,zofbuu_P1_H
ZOGRIZ,zogriz_P1_H
ZOHJUE,zohjue_P1_H
ZOLSIF,zolsif_P1_H
ZOVHUQ,zovhuq_P1_H
ZUBFIN,zubfin_P1_H
ZUKSEG,zukseg_P1_H
ZUPQOT,zupqot_P1_H
ZUQNAD,zuqnad_P1_H
ZUQNEH,zuqneh_P1_H
ZURQOS,zurqos_P1_H
ZURRIN,zurrin_P1_H
ZUVTEP,zuvtep_P1_H
ZUWHEH,zuwheh_P1_H
