CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
POCCIW,pocciw_P1,monoclinic,-,21.339,-,-,-
POCCOC,poccoc_P1_H,monoclinic,-,23.604,-,Yes,-
POCCUI,poccui_P1,monoclinic,-,28.417,-,-,-
POCPAZ,pocpaz_P1,orthorhombic,-,16.099,-,-,-
PODCUJ,podcuj_P1,tetragonal,-,63.64,-,-,Yes
PODGEW,podgew_P1,hexagonal,-,66.675,-,-,-
PODGEW01,podgew01_P1,hexagonal,-,66.604,-,-,-
PODGEW02,podgew02_P1,hexagonal,-,66.424,-,-,-
PODJEZ,podjez_P1,monoclinic,-,11.276,-,-,-
PODKOK,podkok_P1,tetragonal,-,77.381,-,-,Yes
PODKUQ,podkuq_P1,tetragonal,-,80.096,-,-,Yes
PODNIH,podnih_P1,monoclinic,-,10.143,-,-,-
PODXEN,podxen_P1,triclinic,-,17.075,-,-,-
PODXIR,podxir_P1,orthorhombic,-,31.896,-,-,-
POFGUO,pofguo_P1,cubic,-,46.889,-,-,-
POFHAV,pofhav_P1,rhombohedral,Yes,44.659,-,-,-
POFHOK,pofhok_P1,monoclinic,-,25.497,-,-,-
POFJOK,pofjok_P1,monoclinic,Yes,11.685,-,-,-
POGCOF,pogcof_P1_charged,hexagonal,Yes,54.492,Yes,-,-
POGDAS,pogdas_P1_charged_H,hexagonal,Yes,53.791,Yes,Yes,-
POGMEG,pogmeg_P1_H,hexagonal,-,53.914,-,Yes,-
POGMOQ,pogmoq_P1,rhombohedral,-,17.325,-,-,-
POGMUW,pogmuw_P1,rhombohedral,-,23.969,-,-,-
POHCOG,pohcog_P1,orthorhombic,-,35.067,-,-,-
POHCOG01,pohcog01_P1,orthorhombic,-,35.325,-,-,-
POHCOG02,pohcog02_P1,orthorhombic,-,35.792,-,-,-
POHHAX,pohhax_P1,monoclinic,-,29.802,-,-,-
POHWIU,pohwiu_P1,tetragonal,-,77.412,-,-,Yes
POJGIH,pojgih_P1,monoclinic,-,30.477,-,-,-
POJNEI,pojnei_P1_charged_H,monoclinic,-,28.319,Yes,Yes,Yes
POJNIM,pojnim_P1_charged,monoclinic,-,17.494,Yes,-,-
POKDIF,pokdif_P1,triclinic,-,38.224,-,-,Yes
POKDIF01,pokdif01_P1,triclinic,-,38.985,-,-,Yes
POKFOL,pokfol_P1,triclinic,-,12.439,-,-,-
POKGEC,pokgec_P1_H,monoclinic,-,26.237,-,Yes,Yes
POKSAL,poksal_P1,monoclinic,-,10.761,-,-,-
POKSIT,poksit_P1,monoclinic,-,12.799,-,-,-
POKTUG,poktug_P1,monoclinic,-,13.64,-,-,-
POKVAO,pokvao_P1,monoclinic,-,11.316,-,-,-
POKVIW,pokviw_P1,monoclinic,-,11.54,-,-,-
POKWIX,pokwix_P1,monoclinic,-,11.295,-,-,-
POLYEW,polyew_P1,monoclinic,-,23.267,-,-,-
POMCUR,pomcur_P1,orthorhombic,-,16.517,-,-,-
POMDIH,pomdih_P1,orthorhombic,-,45.148,-,-,-
POMMAH,pommah_P1_charged,hexagonal,-,60.914,Yes,-,Yes
POMSER,pomser_P1,monoclinic,-,15.784,-,-,-
POMXIA,pomxia_P1_H,orthorhombic,-,31.728,-,Yes,-
PONRES,ponres_P1,tetragonal,-,74.572,-,-,Yes
PONRUI,ponrui_P1_charged,monoclinic,-,47.922,Yes,-,-
PONVEW,ponvew_P1,triclinic,-,20.165,-,-,-
POPDUW,popduw_P1,triclinic,-,25.146,-,-,-
POPPAO,poppao_P1_charged,triclinic,-,30.967,Yes,-,-
POPVIC,popvic_P1,monoclinic,-,13.105,-,-,-
POPXOK,popxok_P1_H,cubic,-,41.204,-,Yes,-
POQDIJ,poqdij_P1_charged,orthorhombic,-,25.908,Yes,-,-
PORVID,porvid_P1_charged,triclinic,-,10.512,Yes,-,-
PORVUO,porvuo_P1,monoclinic,-,34.379,-,-,-
PORVUQ,porvuq_P1,orthorhombic,-,26.022,-,-,-
PORWIE,porwie_P1,monoclinic,-,10.231,-,-,-
POSFIO,posfio_P1,monoclinic,-,32.319,-,-,-
POSFOU,posfou_P1,tetragonal,-,21.943,-,-,Yes
POSGOV,posgov_P1,orthorhombic,-,40.981,-,-,-
POSGUB,posgub_P1,orthorhombic,-,42.281,-,-,-
POSWUS,poswus_P1_H,rhombohedral,-,73.296,-,Yes,Yes
POSXED,posxed_P1,monoclinic,-,11.956,-,-,-
POTREX,potrex_P1,tetragonal,-,68.179,-,-,-
POTYUV,potyuv_P1,monoclinic,-,29.044,-,-,-
POVFOY,povfoy_P1,rhombohedral,-,24.121,-,-,-
POVFUE,povfue_P1,rhombohedral,-,23.502,-,-,-
POVFUE01,povfue01_P1,rhombohedral,-,24.224,-,-,-
POVGEP,povgep_P1,rhombohedral,-,23.31,-,-,-
POWTAZ,powtaz_P1_charged,trigonal,Yes,12.531,Yes,-,-
POWYEH,powyeh_P1,orthorhombic,-,43.831,-,-,-
POXBAH,poxbah_P1_charged,monoclinic,-,29.925,Yes,-,-
POXHER,poxher_P1,cubic,Yes,51.897,-,-,-
POXHIU,poxhiu_P1,monoclinic,-,12.255,-,-,-
POXHOA,poxhoa_P1,monoclinic,-,12.739,-,-,-
POXHUG,poxhug_P1,monoclinic,-,12.385,-,-,-
POXLEV,poxlev_P1,monoclinic,-,13.545,-,-,-
POXLEV01,poxlev01_P1,monoclinic,-,13.043,-,-,-
POXLIZ,poxliz_P1_H,cubic,-,53.01,-,Yes,Yes
POYPAW,poypaw_P1,orthorhombic,-,46.893,-,-,-
POZHUI,pozhui_P1_charged,cubic,-,43.13,Yes,-,Yes
PRIMIN,primin_P1_H,monoclinic,-,17.126,-,Yes,-
PUDSIR,pudsir_P1,monoclinic,-,29.567,-,-,-
PUDSIR01,pudsir01_P1,monoclinic,-,31.925,-,-,-
PUDSOX,pudsox_P1,monoclinic,-,32.016,-,-,-
PUDSUD,pudsud_P1,monoclinic,-,32.012,-,-,-
PUFGOP,pufgop_P1,monoclinic,Yes,65.332,-,-,-
PUFNUB,pufnub_P1,tetragonal,-,17.799,-,-,Yes
PUFQOY,pufqoy_P1_charged,monoclinic,-,67.176,Yes,-,-
PUFQUE,pufque_P1_charged,monoclinic,-,67.789,Yes,-,-
PUFRIR,pufrir_P1_charged_H,monoclinic,-,19.954,Yes,Yes,-
PUFRIT,pufrit_P1_charged,monoclinic,-,68.083,Yes,-,-
PUFTUH,puftuh_P1,orthorhombic,-,36.605,-,-,-
PUFVUJ,pufvuj_P1,monoclinic,-,10.226,-,-,-
PUFXIZ,pufxiz_P1_H,monoclinic,-,26.344,-,Yes,-
PUFXUL,pufxul_P1,monoclinic,Yes,25.325,-,-,-
PUFYEW,pufyew_P1,monoclinic,-,62.321,-,-,-
PUFYOG,pufyog_P1,monoclinic,-,15.584,-,-,-
PUGGOP,puggop_P1,triclinic,-,44.716,-,-,-
PUGJEI,pugjei_P1_H,monoclinic,-,10.447,-,Yes,-
PUGSER,pugser_P1,monoclinic,-,61.697,-,-,-
PUGSIV,pugsiv_P1_charged,monoclinic,-,60.355,Yes,-,-
PUGSUH,pugsuh_P1_charged,monoclinic,-,58.503,Yes,-,-
PUJJEL,pujjel_P1_H,monoclinic,-,43.351,-,Yes,-
PUJQEQ,pujqeq_P1,orthorhombic,-,48.198,-,-,-
PUKVAU,pukvau_P1_H,triclinic,-,25.383,-,Yes,Yes
PULMIU,pulmiu_P1,monoclinic,-,38.976,-,-,-
PUMCEI,pumcei_P1,triclinic,-,16.0,-,-,-
PUMDIM,pumdim_P1_charged_H,trigonal,Yes,26.946,Yes,Yes,Yes
PUMWOM,pumwom_P1,monoclinic,-,19.336,-,-,-
PUMYEE,pumyee_P1,monoclinic,-,29.864,-,-,-
PUMYII,pumyii_P1,monoclinic,-,41.327,-,-,-
PUNSIB,punsib_P1_charged,monoclinic,-,14.997,Yes,-,-
PUNSOJ,punsoj_P1,monoclinic,-,28.733,-,-,-
PUNSUN,punsun_P1_charged,monoclinic,-,14.167,Yes,-,-
PUPNAQ,pupnaq_P1,monoclinic,-,12.716,-,-,-
PUPXII,pupxii_P1,monoclinic,-,12.651,-,-,-
PUPXII01,pupxii01_P1,orthorhombic,-,13.587,-,-,-
PUQDUB,puqdub_P1,monoclinic,-,15.854,-,-,-
PUQHEP,puqhep_P1,triclinic,-,17.966,-,-,-
PUQHIT,puqhit_P1,triclinic,-,18.193,-,-,-
PUQHOZ,puqhoz_P1,triclinic,-,13.41,-,-,-
PUQJAP,puqjap_P1,orthorhombic,-,60.103,-,-,Yes
PUQXUV,puqxuv_P1,hexagonal,Yes,22.966,-,-,-
PUQYAC,puqyac_P1,hexagonal,Yes,22.905,-,-,-
PUQYIM,puqyim_P1_H,orthorhombic,-,49.162,-,Yes,-
PUQZIN,puqzin_P1,orthorhombic,-,20.023,-,-,-
PURJAO,purjao_P1,orthorhombic,-,59.749,-,-,-
PURJES,purjes_P1,triclinic,-,31.086,-,-,-
PURNIB,purnib_P1_H,monoclinic,-,11.952,-,Yes,-
PURQEZ,purqez_P1_H,monoclinic,-,31.869,-,Yes,-
PURQID,purqid_P1,monoclinic,-,18.714,-,-,-
PURQOJ,purqoj_P1,cubic,Yes,62.233,-,-,-
PURQUP,purqup_P1,cubic,Yes,60.341,-,-,-
PURREC,purrec_P1,monoclinic,-,40.322,-,-,-
PURSOK,pursok_P1_H,triclinic,-,13.594,-,Yes,-
PURSUT,pursut_P1,monoclinic,-,25.449,-,-,-
PUSDIR,pusdir_P1,monoclinic,-,35.863,-,-,-
PUSDOX,pusdox_P1,monoclinic,-,38.068,-,-,-
PUSLEX,puslex_P1,monoclinic,-,18.627,-,-,-
PUSXIL,pusxil_P1_charged,tetragonal,-,53.494,Yes,-,Yes
PUSXIL01,pusxil01_P1_charged,tetragonal,-,46.57,Yes,-,Yes
PUTRAA,putraa_P1,rhombohedral,-,15.778,-,-,-
PUTYAE,putyae_P1_charged,tetragonal,Yes,30.034,Yes,-,-
PUTYEI,putyei_P1_charged,cubic,Yes,51.123,Yes,-,-
PUVJOG,puvjog_P1,orthorhombic,-,37.99,-,-,-
PUWCOZ,puwcoz_P1,orthorhombic,Yes,15.466,-,-,-
PUWCUF,puwcuf_P1,orthorhombic,-,32.988,-,-,-
PUWDEQ,puwdeq_P1_charged,triclinic,-,39.37,Yes,-,-
PUWQAA,puwqaa_P1,orthorhombic,-,13.884,-,-,-
PUWVAG,puwvag_P1,orthorhombic,-,20.047,-,-,-
PUWZOX,puwzox_P1,orthorhombic,-,72.937,-,-,-
PUXTAF,puxtaf_P1,monoclinic,-,12.124,-,-,-
PUXTEJ,puxtej_P1,monoclinic,-,11.084,-,-,-
PUXTUZ,puxtuz_P1,monoclinic,-,30.559,-,-,-
PUYHOI,puyhoi_P1,hexagonal,-,30.88,-,-,-
PUYTAG,puytag_P1,tetragonal,-,40.775,-,-,-
PUZLAZ,puzlaz_P1,tetragonal,Yes,47.513,-,-,-
PUZLOM,puzlom_P1,cubic,-,78.241,-,-,-
PUZLUS,puzlus_P1,tetragonal,-,76.914,-,-,-
PUZMAZ,puzmaz_P1,cubic,-,77.347,-,-,-
QABVEW,qabvew_P1,rhombohedral,-,49.177,-,-,-
QADBII,qadbii_P1,orthorhombic,Yes,19.276,-,-,-
QADKAH,qadkah_P1_H,monoclinic,-,14.312,-,Yes,-
QADWEA,qadwea_P1_charged,monoclinic,-,14.984,Yes,-,-
QADWIE,qadwie_P1_charged,monoclinic,-,13.623,Yes,-,-
QADWOK,qadwok_P1_charged,monoclinic,-,14.871,Yes,-,-
QADWUQ,qadwuq_P1_charged,monoclinic,-,14.37,Yes,-,-
QADXAX,qadxax_P1_charged,monoclinic,-,13.813,Yes,-,-
QAFGAG,qafgag_P1_H,tetragonal,-,12.979,-,Yes,-
QAGDIO,qagdio_P1,orthorhombic,Yes,62.991,-,-,-
QAGQEW,qagqew_P1_H,cubic,-,62.797,-,Yes,Yes
QAHPEX07,qahpex07_P1_charged,trigonal,-,23.991,Yes,-,-
QAKGAN,qakgan_P1,monoclinic,-,14.554,-,-,-
QALGUH,qalguh_P1,orthorhombic,-,53.756,-,-,-
QALHIX,qalhix_P1_charged,tetragonal,-,68.744,Yes,-,Yes
QAMKOH,qamkoh_P1,rhombohedral,-,61.041,-,-,-
QAMKUN,qamkun_P1,hexagonal,-,57.296,-,-,-
QAMVEH01,qamveh01_P1,hexagonal,Yes,48.447,-,-,Yes
QAMXAF,qamxaf_P1,triclinic,-,12.477,-,-,-
QAMXIL,qamxil_P1,orthorhombic,-,30.758,-,-,-
QANSEE,qansee_P1,rhombohedral,-,18.587,-,-,-
QANSUV,qansuv_P1_H,rhombohedral,-,29.932,-,Yes,Yes
QAPQEE,qapqee_P1_charged,monoclinic,-,11.269,Yes,-,-
QAPWAG,qapwag_P1_charged,hexagonal,Yes,36.426,Yes,-,-
QAPZUF,qapzuf_P1,orthorhombic,-,51.58,-,-,-
QAQNOO,qaqnoo_P1_H,trigonal,Yes,55.824,-,Yes,-
QAQNOO01,qaqnoo01_P1,trigonal,Yes,57.152,-,-,-
QAQSAD,qaqsad_P1_H,triclinic,-,29.368,-,Yes,-
QARCET,qarcet_P1,triclinic,-,22.665,-,-,-
QARLUT,qarlut_P1,monoclinic,-,48.629,-,-,-
QARMAA,qarmaa_P1,monoclinic,-,48.078,-,-,-
QARSAF,qarsaf_P1,monoclinic,-,13.162,-,-,-
QARSAF02,qarsaf02_P1,monoclinic,-,11.166,-,-,-
QARSIN,qarsin_P1,monoclinic,-,13.66,-,-,-
QARSOT,qarsot_P1,monoclinic,-,11.099,-,-,-
QASTUC,qastuc_P1,orthorhombic,-,29.308,-,-,-
QASYUH,qasyuh_P1,monoclinic,-,39.636,-,-,-
QATHOK,qathok_P1,rhombohedral,-,37.944,-,-,-
QATPUX,qatpux_P1_H,monoclinic,-,27.009,-,Yes,Yes
QATPUX01,qatpux01_P1,monoclinic,-,27.778,-,-,-
QATPUX02,qatpux02_P1_H,monoclinic,-,28.553,-,Yes,-
QATPUX04,qatpux04_P1,monoclinic,-,25.703,-,-,-
QATRAG,qatrag_P1_H,monoclinic,-,12.27,-,Yes,-
QATVUE,qatvue_P1_charged,tetragonal,-,21.136,Yes,-,-
QATXIU,qatxiu_P1_charged,cubic,-,11.095,Yes,-,-
QAVBUL,qavbul_P1,rhombohedral,Yes,49.568,-,-,Yes
QAVWAN,qavwan_P1,monoclinic,-,36.773,-,-,-
QAVWUH,qavwuh_P1,monoclinic,-,14.622,-,-,-
QAVZAQ,qavzaq_P1,triclinic,-,10.49,-,-,-
QAWHIH,qawhih_P1,monoclinic,-,32.3,-,-,-
QAWHIH01,qawhih01_P1,monoclinic,-,32.509,-,-,-
QAWRIQ,qawriq_P1,triclinic,-,16.667,-,-,-
QAYTEP,qaytep_P1_charged,rhombohedral,-,17.369,Yes,-,-
QAZFAB,qazfab_P1,orthorhombic,Yes,49.456,-,-,Yes
QAZMEL,qazmel_P1,monoclinic,-,19.827,-,-,-
QEBDIN,qebdin_P1,monoclinic,-,54.345,-,-,-
QEBGAH,qebgah_P1,monoclinic,-,35.867,-,-,-
QECHOY,qechoy_P1_charged_H,orthorhombic,-,57.892,Yes,Yes,-
QECZEG,qeczeg_P1,triclinic,-,16.556,-,-,-
QEDZEG,qedzeg_P1,monoclinic,-,29.447,-,-,-
QEFWUV,qefwuv_P1_H,hexagonal,-,79.443,-,Yes,-
QEGGUE,qeggue_P1_charged,tetragonal,-,51.625,Yes,-,-
QEGNOH,qegnoh_P1,orthorhombic,-,20.248,-,-,-
QEHZIP,qehzip_P1,trigonal,Yes,73.186,-,-,-
QEJBEP,qejbep_P1,trigonal,Yes,44.757,-,-,-
QEJLID,qejlid_P1,trigonal,Yes,18.607,-,-,-
QEJYIP,qejyip_P1_H,monoclinic,-,39.146,-,Yes,-
QEKCUH,qekcuh_P1_charged,orthorhombic,-,17.966,Yes,-,-
QEMFIA01,qemfia01_P1,orthorhombic,-,50.356,-,-,-
QEMFIA03,qemfia03_P1,orthorhombic,-,49.208,-,-,-
QEPBEV,qepbev_P1,tetragonal,-,21.231,-,-,-
QEPZOB,qepzob_P1_H,monoclinic,-,31.062,-,Yes,-
QEQWER,qeqwer_P1,monoclinic,-,31.664,-,-,-
QERWAL,qerwal_P1,monoclinic,-,45.5,-,-,-
QERZUI,qerzui_P1,monoclinic,-,20.443,-,-,-
QESYOD,qesyod_P1,rhombohedral,-,29.901,-,-,-
QESYUJ,qesyuj_P1,monoclinic,Yes,17.907,-,-,-
QETBAV,qetbav_P1,triclinic,-,19.506,-,-,-
QETBUP,qetbup_P1,monoclinic,-,51.854,-,-,-
QETCAW,qetcaw_P1,monoclinic,-,50.893,-,-,-
QETCUO,qetcuo_P1,triclinic,-,20.627,-,-,-
QEVKOS,qevkos_P1,monoclinic,-,24.136,-,-,-
QEWDON,qewdon_P1,tetragonal,-,14.917,-,-,-
QEWYID,qewyid_P1,tetragonal,-,10.414,-,-,-
QEYWUN,qeywun_P1,orthorhombic,-,10.773,-,-,-
QEYXAU,qeyxau_P1,monoclinic,-,23.588,-,-,-
QEZZIF,qezzif_P1_H,orthorhombic,-,21.323,-,Yes,Yes
QEZZOL,qezzol_P1_H,orthorhombic,-,27.079,-,Yes,Yes
QIBQIE,qibqie_P1,tetragonal,-,23.617,-,-,-
QIBQOK,qibqok_P1,tetragonal,-,24.266,-,-,-
QIBTAW,qibtaw_P1_charged_H,monoclinic,-,20.337,Yes,Yes,-
QIBTEA,qibtea_P1_charged,orthorhombic,-,14.037,Yes,-,-
QIDDAI01,qiddai01_P1_H,monoclinic,-,34.877,-,Yes,-
QIDDAI02,qiddai02_P1,monoclinic,-,33.946,-,-,-
QIDQUS,qidqus_P1,triclinic,-,19.954,-,-,-
QIDSII,qidsii_P1,triclinic,-,26.322,-,-,-
QIDTEF,qidtef_P1,rhombohedral,Yes,33.088,-,-,-
QIFKIB,qifkib_P1,monoclinic,-,10.798,-,-,-
QIFLOI,qifloi_P1,tetragonal,-,34.927,-,-,-
QIFLUO,qifluo_P1,monoclinic,-,31.873,-,-,-
QIFMAW,qifmaw_P1,orthorhombic,-,29.373,-,-,-
QIFMEA,qifmea_P1,orthorhombic,-,31.334,-,-,-
QIFMIE,qifmie_P1,orthorhombic,-,30.556,-,-,-
QIFVOT,qifvot_P1,triclinic,-,13.469,-,-,-
QIHLEB,qihleb_P1_charged,triclinic,-,37.187,Yes,-,-
QIHLIF,qihlif_P1_charged,triclinic,-,34.846,Yes,-,-
QIHNED,qihned_P1,monoclinic,-,15.027,-,-,-
QIHXIQ,qihxiq_P1,triclinic,-,53.158,-,-,-
QIKCEV,qikcev_P1,monoclinic,-,12.773,-,-,-
QIKTUC,qiktuc_P1,orthorhombic,-,31.288,-,-,-
QIKVAK,qikvak_P1,monoclinic,-,24.291,-,-,-
QIMFAW,qimfaw_P1_charged,rhombohedral,-,65.845,Yes,-,-
QIMFEA,qimfea_P1_charged,tetragonal,-,53.926,Yes,-,-
QIMNIL,qimnil_P1_H,cubic,Yes,12.516,-,Yes,-
QINZOC,qinzoc_P1_H,monoclinic,-,65.727,-,Yes,-
QIPQEO,qipqeo_P1,monoclinic,-,44.699,-,-,-
QIPROY,qiproy_P1,tetragonal,-,51.224,-,-,Yes
QIQTAN,qiqtan_P1,triclinic,-,27.132,-,-,-
QIRWAR,qirwar_P1,monoclinic,-,21.139,-,-,-
QISVAQ,qisvaq_P1_H,rhombohedral,-,21.196,-,Yes,Yes
QISVEU,qisveu_P1,rhombohedral,-,12.438,-,-,-
QITDAA01,qitdaa01_P1,triclinic,-,20.514,-,-,-
QITDEE,qitdee_P1,triclinic,-,18.683,-,-,-
QITDII,qitdii_P1,monoclinic,-,10.577,-,-,-
QITDOO,qitdoo_P1_H,tetragonal,-,17.925,-,Yes,-
QITSAQ,qitsaq_P1_charged,hexagonal,-,65.67,Yes,-,Yes
QITYOI,qityoi_P1,triclinic,-,29.607,-,-,-
QITYOJ,qityoj_P1,monoclinic,-,14.861,-,-,-
QIVBUT,qivbut_P1,orthorhombic,Yes,16.752,-,-,-
QIVGAG,qivgag_P1_charged,triclinic,-,20.39,Yes,-,-
QIVGEK,qivgek_P1,triclinic,-,25.081,-,-,-
QIVLUE,qivlue_P1,orthorhombic,-,50.971,-,-,-
QIVTEX,qivtex_P1,triclinic,-,56.188,-,-,-
QIVTIB,qivtib_P1_H,triclinic,-,51.541,-,Yes,-
QIVTOH,qivtoh_P1_H,triclinic,-,51.329,-,Yes,-
QIVYUR,qivyur_P1,monoclinic,-,24.023,-,-,-
QIVZEC,qivzec_P1,triclinic,-,19.833,-,-,-
QIVZED,qivzed_P1,monoclinic,-,24.488,-,-,-
QIVZUT,qivzut_P1,hexagonal,Yes,43.097,-,-,-
QIWBIK,qiwbik_P1,triclinic,-,12.225,-,-,-
QIWBOQ,qiwboq_P1_charged,rhombohedral,-,57.032,Yes,-,-
QIWCOQ,qiwcoq_P1,orthorhombic,-,49.378,-,-,Yes
QIWCUW,qiwcuw_P1,monoclinic,-,41.186,-,-,-
QIWDAD,qiwdad_P1,monoclinic,-,38.932,-,-,-
QIWGOU,qiwgou_P1_H,monoclinic,-,12.113,-,Yes,-
QIWPET,qiwpet_P1,triclinic,-,31.095,-,-,-
QIWSUK,qiwsuk_P1,orthorhombic,-,14.315,-,-,-
QIWTAR,qiwtar_P1,orthorhombic,-,10.775,-,-,-
QIXNES,qixnes_P1,monoclinic,-,30.097,-,-,-
QIXNIW,qixniw_P1,monoclinic,-,29.847,-,-,-
QIXSOG,qixsog_P1_charged_H,monoclinic,-,17.207,Yes,Yes,-
QIXSOG01,qixsog01_P1_charged_H,monoclinic,-,17.249,Yes,Yes,-
QIYFAI,qiyfai_P1_H,orthorhombic,-,30.59,-,Yes,-
QIYJEO,qiyjeo_P1_H,monoclinic,-,14.242,-,Yes,-
QIZLIW,qizliw_P1_charged_H,monoclinic,-,37.8,Yes,Yes,-
QIZLOC,qizloc_P1_charged,monoclinic,-,43.494,Yes,-,-
QOBGEV,qobgev_P1_charged,tetragonal,-,45.036,Yes,-,-
QOBSIM,qobsim_P1,monoclinic,-,19.088,-,-,-
QOBXUD,qobxud_P1_charged,monoclinic,-,49.268,Yes,-,-
QOCBEQ,qocbeq_P1,tetragonal,-,38.011,-,-,-
QODJEB,qodjeb_P1,monoclinic,-,19.461,-,-,-
QODJIF,qodjif_P1,orthorhombic,-,35.646,-,-,-
QODTOU,qodtou_P1,orthorhombic,Yes,29.424,-,-,-
QOFLAA,qoflaa_P1,tetragonal,-,35.165,-,-,-
QOHTOX,qohtox_P1,orthorhombic,-,23.58,-,-,-
QOHTUD,qohtud_P1,monoclinic,-,21.207,-,-,-
QOHYET01,qohyet01_P1_H,triclinic,-,10.561,-,Yes,-
QOJTUE,qojtue_P1,monoclinic,-,43.797,-,-,-
QOJVAM,qojvam_P1,monoclinic,-,43.953,-,-,-
QOJXUK,qojxuk_P1,orthorhombic,-,18.976,-,-,-
QOKCID,qokcid_P1,monoclinic,-,14.151,-,-,-
QOMFAA,qomfaa_P1,triclinic,Yes,41.57,-,-,-
QOMFEE,qomfee_P1,monoclinic,Yes,52.937,-,-,-
QOMGEG,qomgeg_P1_charged,orthorhombic,-,56.568,Yes,-,-
QOMGIK,qomgik_P1_charged,monoclinic,-,59.602,Yes,-,-
QOMGOQ,qomgoq_P1_charged,monoclinic,-,59.691,Yes,-,-
QOMSAO,qomsao_P1,monoclinic,-,58.054,-,-,-
QOMSES,qomses_P1,monoclinic,-,37.54,-,-,-
QOMTET,qomtet_P1,monoclinic,-,14.446,-,-,-
QONDOP,qondop_P1_H,monoclinic,-,53.426,-,Yes,-
QONKUB,qonkub_P1,monoclinic,-,40.7,-,-,-
QONLAI,qonlai_P1,monoclinic,-,38.346,-,-,-
QONLEM,qonlem_P1,monoclinic,-,39.258,-,-,-
QOPCII,qopcii_P1_charged_H,triclinic,-,12.157,Yes,Yes,Yes
QOPHEI,qophei_P1_H,monoclinic,-,22.361,-,Yes,Yes
QOPPES,qoppes_P1_H,monoclinic,-,39.293,-,Yes,-
QOPZIF,qopzif_P1,orthorhombic,Yes,32.764,-,-,-
QOQDAD,qoqdad_P1,triclinic,-,20.281,-,-,-
QOQDEH,qoqdeh_P1,monoclinic,-,18.033,-,-,Yes
QOQWOK,qoqwok_P1,monoclinic,-,45.51,-,-,-
QOQWOK01,qoqwok01_P1,monoclinic,-,46.884,-,-,-
QOSHEO,qosheo_P1,triclinic,-,16.425,-,-,-
QOSJEP,qosjep_P1,monoclinic,-,29.373,-,-,-
QOSJUF,qosjuf_P1,monoclinic,-,31.522,-,-,-
QOSLES,qosles_P1_charged,tetragonal,Yes,79.515,Yes,-,Yes
QOSXAY,qosxay_P1,triclinic,-,46.791,-,-,-
QOSYED,qosyed_P1,tetragonal,-,23.568,-,-,-
QOSYIH,qosyih_P1,tetragonal,-,23.807,-,-,-
QOTBAE,qotbae_P1,tetragonal,-,44.276,-,-,-
QOTBOT,qotbot_P1_charged,triclinic,-,35.419,Yes,-,-
QOTKOC,qotkoc_P1_charged,hexagonal,-,83.219,Yes,-,Yes
QOTKOC01,qotkoc01_P1_charged,hexagonal,-,83.416,Yes,-,Yes
QOTKOC02,qotkoc02_P1_charged,hexagonal,-,84.378,Yes,-,Yes
QOTKOC03,qotkoc03_P1_charged,hexagonal,-,84.287,Yes,-,Yes
QOTKOC04,qotkoc04_P1_charged,hexagonal,-,84.259,Yes,-,Yes
QOTLOD,qotlod_P1_charged,hexagonal,-,81.941,Yes,-,Yes
QOTLOD01,qotlod01_P1_charged,hexagonal,-,81.928,Yes,-,Yes
QOTLOD02,qotlod02_P1_charged,hexagonal,-,82.522,Yes,-,Yes
QOTLOD03,qotlod03_P1_charged,hexagonal,-,83.657,Yes,-,Yes
QOTLOD04,qotlod04_P1_charged,hexagonal,-,83.869,Yes,-,Yes
QOTLOD05,qotlod05_P1_charged,hexagonal,-,83.632,Yes,-,Yes
QOTWON,qotwon_P1,tetragonal,-,27.362,-,-,-
QOTZEG,qotzeg_P1,tetragonal,Yes,41.199,-,-,-
QOVDAH,qovdah_P1_H,rhombohedral,-,39.291,-,Yes,Yes
QOVDEL,qovdel_P1,rhombohedral,-,38.612,-,-,Yes
QOVGAK,qovgak_P1,tetragonal,-,37.995,-,-,-
QOVHER,qovher_P1,tetragonal,-,23.006,-,-,-
QOVSOL,qovsol_P1,monoclinic,-,35.627,-,-,-
QOVSUR,qovsur_P1,trigonal,-,19.323,-,-,-
QOVWAB,qovwab_P1,triclinic,-,20.438,-,-,-
QOVWEF,qovwef_P1,monoclinic,-,14.637,-,-,-
QOVWOP,qovwop_P1,monoclinic,-,13.931,-,-,-
QOVXEG,qovxeg_P1,rhombohedral,-,22.541,-,-,-
QOVXEG01,qovxeg01_P1,rhombohedral,-,19.83,-,-,-
QOVXEG02,qovxeg02_P1,rhombohedral,-,25.14,-,-,-
QOVXEG03,qovxeg03_P1,rhombohedral,-,24.206,-,-,-
QOVXIK,qovxik_P1,rhombohedral,-,21.036,-,-,-
QOWLEU,qowleu_P1,rhombohedral,-,38.886,-,-,-
QOWRAV02,qowrav02_P1,cubic,-,62.324,-,-,Yes
QOWRAV03,qowrav03_P1,cubic,-,62.309,-,-,Yes
QOWRAV04,qowrav04_P1,cubic,-,62.233,-,-,Yes
QOWRAV05,qowrav05_P1,cubic,-,62.286,-,-,Yes
QOWRAV06,qowrav06_P1,cubic,-,62.347,-,-,Yes
QOWRAV07,qowrav07_P1,cubic,-,62.317,-,-,Yes
QOWRAV08,qowrav08_P1,cubic,-,62.263,-,-,Yes
QOWRAV09,qowrav09_P1,cubic,-,62.347,-,-,Yes
