CSD refcode,CIF filename
UQERIT,uqerit_P1_charged_H
UQOLUJ,uqoluj_P1_charged
UQOLUJ01,uqoluj01_P1_charged
UQOYOP,uqoyop_P1_charged
URENAI,urenai_P1_charged
URENEM,urenem_P1_charged
URUYOX,uruyox_P1_charged
URUYUD,uruyud_P1_charged
URUZAK,uruzak_P1_charged
URUZEO,uruzeo_P1_charged
URUZIS,uruzis_P1_charged
UTIYIH,utiyih_P1_charged_H
UVUFUN,uvufun_P1_charged
UWALEL,uwalel_P1_charged
UYOXUC,uyoxuc_P1_charged
UZOBER,uzober_P1_charged
UZUSEO,uzuseo_P1_charged_H
VABREY,vabrey_P1_charged
VACKUI,vackui_P1_charged
VACLAP,vaclap_P1_charged
VADWON,vadwon_P1_charged_H
VAKREG,vakreg_P1_charged
VANNIK,vannik_P1_charged
VAPBAR,vapbar_P1_charged
VAPBEV,vapbev_P1_charged_H
VAPBIZ,vapbiz_P1_charged_H
VARWES,varwes_P1_charged_H
VARWIW,varwiw_P1_charged_H
VARWOC,varwoc_P1_charged_H
VARWUI,varwui_P1_charged_H
VATNIQ,vatniq_P1_charged_H
VATYEV,vatyev_P1_charged_H
VEDDIT,veddit_P1_charged
VEFJOG,vefjog_P1_charged_H
VEHKEA,vehkea_P1_charged
VEHKOK,vehkok_P1_charged_H
VEMDAT,vemdat_P1_charged_H
VEMHOL,vemhol_P1_charged
VEMTAJ01,vemtaj01_P1_charged
VENGAZ,vengaz_P1_charged_H
VEWREX,vewrex_P1_charged
VEWTAV,vewtav_P1_charged_H
VEWTEZ,vewtez_P1_charged_H
VEYVEC,veyvec_P1_charged
VINHEH,vinheh_P1_charged_H
VINMUD,vinmud_P1_charged
VIRJEM,virjem_P1_charged
VIRJIQ,virjiq_P1_charged
VITKUG,vitkug_P1_charged
VITYOO,vityoo_P1_charged
VITYUU,vityuu_P1_charged
VITZAB,vitzab_P1_charged
VITZEF,vitzef_P1_charged
VITZIJ,vitzij_P1_charged
VITZOP,vitzop_P1_charged
VIWKIX,viwkix_P1_charged_H
VIWKOD,viwkod_P1_charged_H
VIWLAQ,viwlaq_P1_charged_H
VIWLEU,viwleu_P1_charged_H
VIWLIY,viwliy_P1_charged_H
VIWLOE,viwloe_P1_charged_H
VIWMAR,viwmar_P1_charged_H
VIWMEV,viwmev_P1_charged_H
VIWMIZ,viwmiz_P1_charged
VIWMOF,viwmof_P1_charged
VIYXOT,viyxot_P1_charged
VOBKAA,vobkaa_P1_charged
VODPOU,vodpou_P1_charged_H
VOJCUV,vojcuv_P1_charged_H
VOKJUD,vokjud_P1_charged
VOSQIG01,vosqig01_P1_charged
VOSWIL,voswil_P1_charged_H
VOSWOR,voswor_P1_charged
VOVKUO,vovkuo_P1_charged_H
VOYLUS,voylus_P1_charged
VUCFAD,vucfad_P1_charged
VUCTUK,vuctuk_P1_charged
VUCYOK,vucyok_P1_charged
VUKSOL,vuksol_P1_charged
VUMCEM,vumcem_P1_charged
VUMPOL,vumpol_P1_charged_H
VUMPUR,vumpur_P1_charged_H
VUMQAY,vumqay_P1_charged_H
VUMQEC,vumqec_P1_charged_H
VUMYIN,vumyin_P1_charged
VUNJAR,vunjar_P1_charged
VURLIF,vurlif_P1_charged
VURYOX,vuryox_P1_charged
VUYYAS,vuyyas_P1_charged
WAGZEL,wagzel_P1_charged_H
WAHRIJ,wahrij_P1_charged
WAMGUP,wamgup_P1_charged
WAQDOJ,waqdoj_P1_charged_H
WASMUB02,wasmub02_P1_charged
WASNOU,wasnou_P1_charged_H
WASQIT,wasqit_P1_charged
WAVLIR,wavlir_P1_charged
WAVQER,wavqer_P1_charged
WAVQIV,wavqiv_P1_charged_H
WAVQOB,wavqob_P1_charged_H
WEBKIZ,webkiz_P1_charged
WEBKOD,webkod_P1_charged_H
WEBKOF,webkof_P1_charged_H
WEBZEK,webzek_P1_charged
WEGDIX,wegdix_P1_charged
WEHPIJ,wehpij_P1_charged
WEHPOP,wehpop_P1_charged
WEHQAC,wehqac_P1_charged
WEHQEG,wehqeg_P1_charged
WEHRIL,wehril_P1_charged
WELTUD,weltud_P1_charged_H
WEMJII,wemjii_P1_charged
WENSOA,wensoa_P1_charged
WEPHOR,wephor_P1_charged
WEPHOR01,wephor01_P1_charged
WEPJAF,wepjaf_P1_charged
WEPJAF01,wepjaf01_P1_charged
WEPJIN,wepjin_P1_charged
WEPJIN01,wepjin01_P1_charged
WERCEE,wercee_P1_charged
WERCII,wercii_P1_charged
WERCOO,wercoo_P1_charged_H
WERCUU,wercuu_P1_charged_H
WETPOD,wetpod_P1_charged
WETPUJ,wetpuj_P1_charged
WEVVOL,wevvol_P1_charged
WEWDEI,wewdei_P1_charged
WIDWOX,widwox_P1_charged
WIDZIU,widziu_P1_charged
WIJDAV,wijdav_P1_charged
WIKXUJ,wikxuj_P1_charged
WIMCAZ,wimcaz_P1_charged_H
WIMMEN,wimmen_P1_charged
WINJAG,winjag_P1_charged
WIPLOY,wiploy_P1_charged
WIPPIW,wippiw_P1_charged
WISVID,wisvid_P1_charged_H
WITJUG,witjug_P1_charged_H
WITKOB,witkob_P1_charged
WIYZOU,wiyzou_P1_charged
WOBHIF03,wobhif03_P1_charged
WOCVOC,wocvoc_P1_charged
WODFON,wodfon_P1_charged
WODFUT,wodfut_P1_charged
WODGEE,wodgee_P1_charged
WODVOB,wodvob_P1_charged
WODZEX,wodzex_P1_charged
WOFQEQ,wofqeq_P1_charged
WOFQIU,wofqiu_P1_charged
WOFQOA,wofqoa_P1_charged
WOLHIR,wolhir_P1_charged
WOTCUG,wotcug_P1_charged
WOYHUP,woyhup_P1_charged
WOYJAX,woyjax_P1_charged
WOYJEB,woyjeb_P1_charged
WOYJIF,woyjif_P1_charged
WOYJOL,woyjol_P1_charged
WOYWIS,woywis_P1_charged
WOZWEP,wozwep_P1_charged
WUFCEI,wufcei_P1_charged
WUFLOZ,wufloz_P1_charged
WUJFOX,wujfox_P1_charged_H
WUNSII,wunsii_P1_charged
WUNSII02,wunsii02_P1_charged
WUNTIJ,wuntij_P1_charged
WUNVOR,wunvor_P1_charged
WUPZOY,wupzoy_P1_charged
WUSFUO,wusfuo_P1_charged
WUTXUH,wutxuh_P1_charged_H
WUWQUB,wuwqub_P1_charged
WUWRAI,wuwrai_P1_charged
XACFAJ,xacfaj_P1_charged
XACLOF,xaclof_P1_charged
XAFBEN,xafben_P1_charged
XAFBOX,xafbox_P1_charged
XANMUX,xanmux_P1_charged
XANMUX02,xanmux02_P1_charged
XANMUX03,xanmux03_P1_charged
XANMUX08,xanmux08_P1_charged
XANXUF,xanxuf_P1_charged
XAPGED,xapged_P1_charged_H
XAPNIN,xapnin_P1_charged
XARPAK,xarpak_P1_charged
XASNUD,xasnud_P1_charged_H
XASPEP,xaspep_P1_charged_H
XAYMUF,xaymuf_P1_charged
XAZDEK,xazdek_P1_charged
XAZDOU,xazdou_P1_charged
XAZFEJ,xazfej_P1_charged
XECTUX,xectux_P1_charged
XECVAF,xecvaf_P1_charged
XEHDOG,xehdog_P1_charged
XEJGOL,xejgol_P1_charged
XEJQAG,xejqag_P1_charged
XEJQEK,xejqek_P1_charged
XEJQIO,xejqio_P1_charged
XEJREL,xejrel_P1_charged
XEJRIP,xejrip_P1_charged
XENZUN,xenzun_P1_charged
XEWYOQ,xewyoq_P1_charged
XEYMIZ,xeymiz_P1_charged
XICDUI,xicdui_P1_charged
XICJIF,xicjif_P1_charged_H
XICJUR,xicjur_P1_charged
XICJUR01,xicjur01_P1_charged
XICKOL,xickol_P1_charged
XICKOM,xickom_P1_charged
XICKOM01,xickom01_P1_charged
XIDHID,xidhid_P1_charged
XILLEL,xillel_P1_charged
XILLIP,xillip_P1_charged
XILRAO,xilrao_P1_charged
XIMJOV,ximjov_P1_charged
XIMJUB,ximjub_P1_charged
XINLEO,xinleo_P1_charged
XIPHIN,xiphin_P1_charged_H
XIQYUU,xiqyuu_P1_charged_H
XIQZIH,xiqzih_P1_charged
XIRKAM,xirkam_P1_charged
XISMEU,xismeu_P1_charged
XIYZIR,xiyzir_P1_charged
XOFFUT,xoffut_P1_charged_H
XOGZUR,xogzur_P1_charged
XOHQIX,xohqix_P1_charged
XOHTUJ,xohtuj_P1_charged
XOJCAB,xojcab_P1_charged
XOJCEF,xojcef_P1_charged
XOJCIJ,xojcij_P1_charged
XOJWID,xojwid_P1_charged
XOJWOJ,xojwoj_P1_charged_H
XOJXEA,xojxea_P1_charged
XOLGEM,xolgem_P1_charged
XOMDOU,xomdou_P1_charged
XOMSUP,xomsup_P1_charged
XORDUG,xordug_P1_charged_H
XOTGUI,xotgui_P1_charged_H
XOVYUD,xovyud_P1_charged
XOZFAW,xozfaw_P1_charged_H
XUDKEP,xudkep_P1_charged
XUDKIT,xudkit_P1_charged
XUDKOZ,xudkoz_P1_charged
XUDKUF,xudkuf_P1_charged
XUDYOM,xudyom_P1_charged_H
XUFXED,xufxed_P1_charged_H
XUHVON,xuhvon_P1_charged
XUJNEY,xujney_P1_charged
XUJNOI,xujnoi_P1_charged
XUJNUO,xujnuo_P1_charged
XUJSAY,xujsay_P1_charged
XUJVEG,xujveg_P1_charged
XUKMIC03,xukmic03_P1_charged
XUKMUO,xukmuo_P1_charged
XUKYEI,xukyei_P1_charged
XUMMEZ,xummez_P1_charged
XUMMOJ,xummoj_P1_charged
XUMMUP,xummup_P1_charged
XUVQOW,xuvqow_P1_charged
XUZFUU,xuzfuu_P1_charged
YABKEU,yabkeu_P1_charged
YAMKOP,yamkop_P1_charged
YAPRUE,yaprue_P1_charged_H
YAPSAL,yapsal_P1_charged_H
YAQZAT,yaqzat_P1_charged_H
YAQZEX,yaqzex_P1_charged_H
YARGAB,yargab_P1_charged
YARGIJ,yargij_P1_charged
YARZEZ02,yarzez02_P1_charged
YARZEZ03,yarzez03_P1_charged
YASLOW,yaslow_P1_charged_H
YATVUN,yatvun_P1_charged_H
YATWAU,yatwau_P1_charged_H
YAVWUQ,yavwuq_P1_charged
YEBKUM,yebkum_P1_charged
YECNEB,yecneb_P1_charged
YEFTAH,yeftah_P1_charged
YEFTIP,yeftip_P1_charged
YEFTOV,yeftov_P1_charged
YEFTUB,yeftub_P1_charged
YEGCUJ,yegcuj_P1_charged
YEGYIU,yegyiu_P1_charged
YEKXIX,yekxix_P1_charged
YEMGED,yemged_P1_charged_H
YESSUN,yessun_P1_charged_H
YESTAU,yestau_P1_charged_H
YEVKAO,yevkao_P1_charged
YEVTOL,yevtol_P1_charged_H
YEVTUR,yevtur_P1_charged
YEWKAP,yewkap_P1_charged
YEXCOW,yexcow_P1_charged
YEXCUC,yexcuc_P1_charged
YEYBOV,yeybov_P1_charged
YEZJUL,yezjul_P1_charged
YEZYEK,yezyek_P1_charged
YICPEI,yicpei_P1_charged
YIGKAD,yigkad_P1_charged
YIKJOT,yikjot_P1_charged_H
YIKJUZ,yikjuz_P1_charged
YILKAH,yilkah_P1_charged
YINXIE,yinxie_P1_charged_H
YIXFOC,yixfoc_P1_charged
YIXFUI,yixfui_P1_charged
YIXGIY,yixgiy_P1_charged
YIXGOE,yixgoe_P1_charged
YIXGUK,yixguk_P1_charged
YIXHAR,yixhar_P1_charged
YIXHEV,yixhev_P1_charged
YIXHOF,yixhof_P1_charged
YIXHUL,yixhul_P1_charged
YIXJAT,yixjat_P1_charged
YIXJEX,yixjex_P1_charged
YIYHEW,yiyhew_P1_charged
YIZYEO,yizyeo_P1_charged
YODJEI,yodjei_P1_charged_H
YODKAG,yodkag_P1_charged
YODWOF,yodwof_P1_charged
YOFXEY,yofxey_P1_charged
YOFXIC,yofxic_P1_charged
YOKZEG,yokzeg_P1_charged
YOLHAL,yolhal_P1_charged_H
YOTREG,yotreg_P1_charged_H
YOVCAP,yovcap_P1_charged
YOYJUS,yoyjus_P1_charged
YOYNOR,yoynor_P1_charged
YOYNUX,yoynux_P1_charged
YOYPAF,yoypaf_P1_charged
YOYPEJ,yoypej_P1_charged
YOYPIN,yoypin_P1_charged
YOYPOT,yoypot_P1_charged
YOYPUZ,yoypuz_P1_charged
YOYQAG,yoyqag_P1_charged
YOYQEK,yoyqek_P1_charged
YOYQIO,yoyqio_P1_charged
YOYQUA,yoyqua_P1_charged
YOYRAH,yoyrah_P1_charged
YOYREL,yoyrel_P1_charged
YOYRIP,yoyrip_P1_charged
YOZHIG,yozhig_P1_charged
YOZQEK,yozqek_P1_charged_H
YUBRUI,yubrui_P1_charged
YUJGES,yujges_P1_charged_H
YUKLEY,yukley_P1_charged_H
YULVAF,yulvaf_P1_charged_H
YUMPEE,yumpee_P1_charged
YUNKIC,yunkic_P1_charged_H
YUQNAB,yuqnab_P1_charged
YURJUR,yurjur_P1_charged
YUSTUC,yustuc_P1_charged
YUTVOB,yutvob_P1_charged
YUVMIO,yuvmio_P1_charged_H
YUVNIP,yuvnip_P1_charged
YUXLEJ,yuxlej_P1_charged
YUXLIN,yuxlin_P1_charged
YUYGOQ,yuygoq_P1_charged
YUYLEL,yuylel_P1_charged
YUYLOV,yuylov_P1_charged_H
ZAFWUB,zafwub_P1_charged_H
ZAFXAI,zafxai_P1_charged_H
ZALGOL,zalgol_P1_charged_H
ZARMAI,zarmai_P1_charged
ZAXQOG,zaxqog_P1_charged
ZAYPOH,zaypoh_P1_charged_H
ZAYWUU,zaywuu_P1_charged
ZAYXEF,zayxef_P1_charged_H
ZEDVIP,zedvip_P1_charged
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEFYIU,zefyiu_P1_charged
ZEVQAV,zevqav_P1_charged
ZEVQEZ,zevqez_P1_charged
ZEVQID,zevqid_P1_charged
ZEVWUU,zevwuu_P1_charged
ZEVXAB,zevxab_P1_charged
ZEVXEF,zevxef_P1_charged
ZEXWOR,zexwor_P1_charged
ZEXWOR01,zexwor01_P1_charged
ZEXXAE,zexxae_P1_charged
ZEXXEI,zexxei_P1_charged
ZEXXEI01,zexxei01_P1_charged
ZEXXOS,zexxos_P1_charged
ZEYRED,zeyred_P1_charged
ZEYRON,zeyron_P1_charged_H
ZEZFIV,zezfiv_P1_charged_H
ZIDVAL,zidval_P1_charged_H
ZIFZOG,zifzog_P1_charged
ZIFZUM,zifzum_P1_charged
ZIGLOT,ziglot_P1_charged
ZIGQIS,zigqis_P1_charged
ZIJXOI,zijxoi_P1_charged_H
ZIKGEI,zikgei_P1_charged
ZIMZUT,zimzut_P1_charged
ZINVUQ,zinvuq_P1_charged
ZINYUT,zinyut_P1_charged
ZIXDAO,zixdao_P1_charged
ZIXDES,zixdes_P1_charged
ZIXDIW,zixdiw_P1_charged
ZIYSEI,ziysei_P1_charged_H
ZOFWID,zofwid_P1_charged
ZOHFUZ,zohfuz_P1_charged
ZOPTOQ,zoptoq_P1_charged
ZOXFAV,zoxfav_P1_charged
ZOXFAV02,zoxfav02_P1_charged
ZOXFEZ,zoxfez_P1_charged
ZOZPUB,zozpub_P1_charged
ZOZQOX,zozqox_P1_charged
ZOZQUD,zozqud_P1_charged
ZOZSAL,zozsal_P1_charged
ZUCKIT,zuckit_P1_charged
ZUKNAW,zuknaw_P1_charged
ZUQVEM,zuqvem_P1_charged
ZUQVIQ,zuqviq_P1_charged
ZUSCOI,zuscoi_P1_charged
ZUSDEZ,zusdez_P1_charged
